,V_COMMENTS,Counts,V_COMMENTS_2,Tokens,id_2_feature,TFIDF_Feature,Topic_tfidf_lda,All_Topic_tfidf_Probabilities,TF_tfidf_Topic_No, TF IDF Topic words,V_COMMENTS_PROCESSED,Cluster_label
7892,thnm due to non-aml related adverse news (bct),3,thnm due non aml related adverse news bct,"['thnm', 'due', 'non', 'aml', 'relate', 'adverse', 'news', 'bct']","[(129, 1), (221, 1), (254, 1), (255, 1), (257, 1), (668, 1), (1499, 1), (1766, 1)]","[(129, 0.20967156585874244), (221, 0.21560923596812265), (254, 0.25959886529269127), (255, 0.5615523110723074), (257, 0.1996163461037061), (668, 0.24975633891079713), (1499, 0.465079376442154), (1766, 0.45639257449474396)]","0.011*""acting"" + 0.010*""lawyer"" + 0.009*""ambassador"" + 0.008*""watchlistperson"" + 0.004*""south_east"" + 0.004*""moreover"" + 0.004*""rosman_mohad_basir"" + 0.003*""kete"" + 0.003*""australia"" + 0.003*""chef""","[(0, 0.034823205), (1, 0.03482989), (2, 0.034826297), (3, 0.03482128), (4, 0.034822427), (5, 0.049448553), (6, 0.038518805), (7, 0.034825653), (8, 0.06058744), (9, 0.034823436), (10, 0.11186757), (11, 0.03482297), (12, 0.044796634), (13, 0.034827378), (14, 0.035086572), (15, 0.0348255), (16, 0.034833387), (17, 0.03482475), (18, 0.20696126), (19, 0.03482696)]",18,"['acting', 'lawyer', 'ambassador', 'watchlistperson', 'south_east', 'moreover', 'rosman_mohad_basir', 'kete', 'australia', 'chef', 'cafe', 'see', 'free_man', 'sarawak', 'kota']",thnm due to non aml related adverse news bct,-1
8019,"mismatch full legal name_name structure 
https://www.sc.com.my/regulation/enforcement/actions/administrative-actions/administrative-actions-in-2022",3,mismatch full name structure actionsadministrative actions,"['mismatch', 'full', 'name', 'structure', 'action']","[(2, 1), (8, 1), (9, 1), (54, 1), (197, 1)]","[(2, 0.017005124115404616), (8, 0.26416997766081013), (9, 0.18477540546686408), (54, 0.43662122082915045), (197, 0.8397291275838448)]","0.011*""acting"" + 0.010*""lawyer"" + 0.009*""ambassador"" + 0.008*""watchlistperson"" + 0.004*""south_east"" + 0.004*""moreover"" + 0.004*""rosman_mohad_basir"" + 0.003*""kete"" + 0.003*""australia"" + 0.003*""chef""","[(0, 0.03882981), (1, 0.1355659), (2, 0.038818303), (3, 0.0391421), (4, 0.039150655), (5, 0.038830586), (6, 0.038844004), (7, 0.03880953), (8, 0.038846288), (9, 0.03879823), (10, 0.03879072), (11, 0.038797986), (12, 0.03908844), (13, 0.038828705), (14, 0.038831998), (15, 0.03882201), (16, 0.03889776), (17, 0.059442576), (18, 0.14403015), (19, 0.038834237)]",18,"['acting', 'lawyer', 'ambassador', 'watchlistperson', 'south_east', 'moreover', 'rosman_mohad_basir', 'kete', 'australia', 'chef', 'cafe', 'see', 'free_man', 'sarawak', 'kota']",mismatch full name name structure   actionsadministrative actions in ,0
8031,"false hit-mismatch id number _ nric - customer nric is 410419045067  -  https://mysprsemak.spr.gov.my/semakan/daftarpemilihpapar 

maklumat peribadi pemilih
nama penuh	malek bin ahmad
no. kad pengenalan	410419045067 / 3328301
tarikh lahir	19 april 1941
jantina	lelaki",3,mismatch id number nric customer nric maklumat peribadi pemilih nama penuh malek ahmad  kad pengenalan tarikh lahir tina lelaki,"['mismatch', 'i', 'd', 'number', 'nric', 'customer', 'nric', 'maklumat_peribadi_pemilih_nama', 'penuh', 'malek', 'ahmad', 'kad_pengenalan', 'tarikh_lahir_tina_lelaki']","[(0, 1), (1, 1), (2, 1), (3, 2), (4, 1), (17, 1), (116, 1), (3577, 1), (3578, 1), (3579, 1), (3580, 1), (3581, 1)]","[(0, 0.11640880957454454), (1, 0.1164568003534847), (2, 0.00740989054368287), (3, 0.18773963434205013), (4, 0.09623770413715128), (17, 0.004977116191705882), (116, 0.2235828460965346), (3577, 0.39147446606109554), (3578, 0.4339178396542541), (3579, 0.3820075453912016), (3580, 0.43010821075210215), (3581, 0.4537071551475545)]","0.011*""acting"" + 0.010*""lawyer"" + 0.009*""ambassador"" + 0.008*""watchlistperson"" + 0.004*""south_east"" + 0.004*""moreover"" + 0.004*""rosman_mohad_basir"" + 0.003*""kete"" + 0.003*""australia"" + 0.003*""chef""","[(0, 0.035684288), (1, 0.09016794), (2, 0.036417484), (3, 0.03538186), (4, 0.10100778), (5, 0.035907943), (6, 0.035098463), (7, 0.036152385), (8, 0.035295762), (9, 0.036756054), (10, 0.035227273), (11, 0.035641942), (12, 0.035921518), (13, 0.036484137), (14, 0.03519395), (15, 0.036180545), (16, 0.04542306), (17, 0.035730872), (18, 0.18942015), (19, 0.036906574)]",18,"['acting', 'lawyer', 'ambassador', 'watchlistperson', 'south_east', 'moreover', 'rosman_mohad_basir', 'kete', 'australia', 'chef', 'cafe', 'see', 'free_man', 'sarawak', 'kota']", mismatch id number nric customer nric is     maklumat peribadi pemilih nama penuh	malek ahmad no. kad pengenalan	   tarikh lahir	   tina	lelaki,0
8340,"mismatch biography/occupation – customer worked as 
waiters and bartenders. hence not reflects as pep.",3,mismatch biographyoccupation customer worked waiters bartenders  hence reflects pep ,"['mismatch', 'customer', 'worked_waiters_bartenders', 'hence', 'reflect', 'pep']","[(2, 1), (17, 1), (58, 1), (67, 1), (68, 1), (2751, 1)]","[(2, 0.016874836443866774), (17, 0.01133458331159289), (58, 0.18025814570541865), (67, 0.24419065900828715), (68, 0.38811437607837906), (2751, 0.8699608733485538)]","0.011*""acting"" + 0.010*""lawyer"" + 0.009*""ambassador"" + 0.008*""watchlistperson"" + 0.004*""south_east"" + 0.004*""moreover"" + 0.004*""rosman_mohad_basir"" + 0.003*""kete"" + 0.003*""australia"" + 0.003*""chef""","[(0, 0.039087646), (1, 0.03906839), (2, 0.039299734), (3, 0.043812342), (4, 0.039493836), (5, 0.1113629), (6, 0.043097954), (7, 0.039194636), (8, 0.04225541), (9, 0.042529773), (10, 0.039351683), (11, 0.039016392), (12, 0.03906002), (13, 0.039336372), (14, 0.040795453), (15, 0.03920914), (16, 0.06759369), (17, 0.039093096), (18, 0.1381796), (19, 0.039161913)]",18,"['acting', 'lawyer', 'ambassador', 'watchlistperson', 'south_east', 'moreover', 'rosman_mohad_basir', 'kete', 'australia', 'chef', 'cafe', 'see', 'free_man', 'sarawak', 'kota']",mismatch biographyoccupation  customer worked as  waiters and bartenders. hence not reflects as pep.,0
8572,"mismatch id number_nric. 
watchperson is a maybank customer with nric 621111115057 and gcif 024689940. in the uco declaration & cdd, it is stated that he is related to  wan rocemaliza wan chik (spouse), 
same with watchperson. hence, customer and watchperson are not the same person. ",3,mismatch id number nric  watchperson bank customer nric gcif  uco laration cdd related wan rocemaliza wan chik spouse watchperson  hence customer watchperson person ,"['mismatch', 'i', 'd', 'number', 'nric', 'watchperson', 'bank', 'customer', 'nric', 'gcif', 'uco', 'laration_cdd', 'relate', 'wan', 'rocemaliza', 'wan', 'chik', 'spouse', 'watchperson', 'hence', 'customer', 'watchperson', 'person']","[(0, 1), (1, 1), (2, 1), (3, 2), (4, 1), (15, 1), (17, 2), (21, 1), (22, 3), (32, 1), (58, 1), (122, 1), (129, 1), (133, 1), (163, 1), (312, 2), (3745, 1), (3746, 1)]","[(0, 0.11001128569087987), (1, 0.11005663902205651), (2, 0.007002662328723799), (3, 0.17742195478666722), (4, 0.09094873148141584), (15, 0.09442821443346919), (17, 0.009407173791805388), (21, 0.09002556560205807), (22, 0.06659916330981058), (32, 0.020359417242489134), (58, 0.07480291323568496), (122, 0.15968953643399872), (129, 0.13923912093118745), (133, 0.13937443698817067), (163, 0.23775470006873559), (312, 0.6342356175451609), (3745, 0.4351508742304197), (3746, 0.4426947763349022)]","0.011*""acting"" + 0.010*""lawyer"" + 0.009*""ambassador"" + 0.008*""watchlistperson"" + 0.004*""south_east"" + 0.004*""moreover"" + 0.004*""rosman_mohad_basir"" + 0.003*""kete"" + 0.003*""australia"" + 0.003*""chef""","[(0, 0.03444873), (1, 0.03441601), (2, 0.034808032), (3, 0.037413333), (4, 0.09868231), (5, 0.04977269), (6, 0.035790183), (7, 0.034954876), (8, 0.037867103), (9, 0.1317744), (10, 0.034822688), (11, 0.03437418), (12, 0.03644441), (13, 0.034843117), (14, 0.035053156), (15, 0.034679335), (16, 0.034711175), (17, 0.034374837), (18, 0.1560591), (19, 0.03471037)]",18,"['acting', 'lawyer', 'ambassador', 'watchlistperson', 'south_east', 'moreover', 'rosman_mohad_basir', 'kete', 'australia', 'chef', 'cafe', 'see', 'free_man', 'sarawak', 'kota']",mismatch id number nric.  watchperson is a bank customer with nric  and gcif . in the uco laration  cdd it is that he is related to  wan rocemaliza wan chik spouse  same with watchperson. hence customer and watchperson are not the same person. ,0
9154,"
mismatch biography/occupation – customer worked as 
other outside labour force. hence it is not reflected as pep. ",3,mismatch biographyoccupation customer worked outside labour force  hence reflected pep ,"['mismatch', 'customer', 'work', 'outside_labour_force', 'hence', 'reflect', 'pep']","[(2, 1), (17, 1), (58, 1), (67, 1), (68, 1), (69, 1), (3867, 1)]","[(2, 0.017852364483530062), (17, 0.011991174742380277), (58, 0.19070016642608767), (67, 0.25833617188472247), (68, 0.41059712348011346), (69, 0.18189664869871247), (3867, 0.833520836580399)]","0.011*""acting"" + 0.010*""lawyer"" + 0.009*""ambassador"" + 0.008*""watchlistperson"" + 0.004*""south_east"" + 0.004*""moreover"" + 0.004*""rosman_mohad_basir"" + 0.003*""kete"" + 0.003*""australia"" + 0.003*""chef""","[(0, 0.038018912), (1, 0.038019095), (2, 0.037962906), (3, 0.041944165), (4, 0.038475577), (5, 0.11982267), (6, 0.052115433), (7, 0.037968945), (8, 0.040702347), (9, 0.041489728), (10, 0.03831493), (11, 0.03795983), (12, 0.037969492), (13, 0.037963226), (14, 0.040773056), (15, 0.03796217), (16, 0.063430406), (17, 0.03803778), (18, 0.14310598), (19, 0.03796334)]",18,"['acting', 'lawyer', 'ambassador', 'watchlistperson', 'south_east', 'moreover', 'rosman_mohad_basir', 'kete', 'australia', 'chef', 'cafe', 'see', 'free_man', 'sarawak', 'kota']", mismatch biographyoccupation  customer worked as  other outside labour force. hence it is not reflected as pep. ,0
9775,"mismatch id number_nric. watchperson, zuhaila binti abd latif is spouse of wan zaidi wan abdullah (pep) and a maybank customer, refer gcif : 014495842 nric: 770912016576. based on apex review (162666004787) theer are transfer transactions between her and mr wan zaidi w abdullah since october 2014 to july 2022. customer is nric is differ from watchperson.",3,mismatch id number nric  watchperson zuhaila latif spouse wan zaidi wan pep bank customer refer gcif nric  based apex review theer transfer transactions mr wan zaidi w since  customers nric differ watchperson ,"['mismatch', 'i', 'd', 'number', 'nric', 'watchperson', 'zuhaila', 'latif', 'spouse', 'wan', 'zaidi', 'wan', 'pep', 'bank', 'customer', 'refer', 'gcif', 'nric', 'base', 'apex', 'review', 'theer', 'transfer', 'transaction', 'mr', 'wan', 'zaidi', 'since', 'customer', 'nric', 'differ', 'watchperson']","[(0, 1), (1, 1), (2, 1), (3, 3), (4, 1), (15, 1), (17, 2), (22, 2), (64, 1), (67, 1), (74, 1), (84, 1), (107, 1), (117, 1), (122, 1), (133, 1), (134, 1), (174, 1), (312, 3), (339, 1), (619, 1), (1488, 1), (3195, 2), (4031, 1), (4032, 1)]","[(0, 0.06982443102925703), (1, 0.06985321689904124), (2, 0.004444606839402539), (3, 0.16891522038776552), (4, 0.05772538143374322), (15, 0.05993381773986727), (17, 0.005970756122711179), (22, 0.028180434131087267), (64, 0.05536530548972766), (67, 0.06431656251939048), (74, 0.04148878016706996), (84, 0.09660565231552978), (107, 0.14231193943249193), (117, 0.04968527694027499), (122, 0.10135533779834868), (133, 0.08846129468995773), (134, 0.051402732297268196), (174, 0.16461723726517252), (312, 0.6038263372998417), (339, 0.17573877395787757), (619, 0.06155644392381928), (1488, 0.2140258635260439), (3195, 0.4946790760111839), (4031, 0.3050431019064465), (4032, 0.286839654230366)]","0.011*""acting"" + 0.010*""lawyer"" + 0.009*""ambassador"" + 0.008*""watchlistperson"" + 0.004*""south_east"" + 0.004*""moreover"" + 0.004*""rosman_mohad_basir"" + 0.003*""kete"" + 0.003*""australia"" + 0.003*""chef""","[(0, 0.034011856), (1, 0.09129322), (2, 0.0332586), (3, 0.03462369), (4, 0.091956414), (5, 0.04949591), (6, 0.03472776), (7, 0.03410832), (8, 0.041187), (9, 0.09064592), (10, 0.03308955), (11, 0.032887917), (12, 0.034510903), (13, 0.033291027), (14, 0.033277027), (15, 0.033136565), (16, 0.060988296), (17, 0.05509378), (18, 0.11505017), (19, 0.03336607)]",18,"['acting', 'lawyer', 'ambassador', 'watchlistperson', 'south_east', 'moreover', 'rosman_mohad_basir', 'kete', 'australia', 'chef', 'cafe', 'see', 'free_man', 'sarawak', 'kota']",mismatch id number nric. watchperson zuhaila  latif is spouse of wan zaidi wan pep and a bank customer refer gcif   nric . based on apex review  theer are transfer transactions between her and mr wan zaidi w since   to  . customer is nric is differ from watchperson.,0
10368,"mismatch id number nric. watchperson is member of the supreme council of parti pesaka bumiputera bersatu (pbb) (feb 2018 - jun 2022), address is 6548, desa pujut, jalan dato permaisuri 5, bandra baru permyjaya, miri. watchperson is full legal name is zainulabidin @ zainal bin ismail, nric: 570514135063, refer gcif: 001090475. customer is nric is different from watchperson. hence, both are not the same person. source: (https://wc1-worldcheck.refinitiv.com/fsp/profile/v1/6597472/source/http%3a%2f%2fpbb.org.my%2fahli-majlis-kerja-tertinggi-pbb.html)",3,mismatch id number nric  watchperson member supreme council parti pesaka bumiputera bersatu pbb address desa pujut jalan dato permaisuri bandra baru permyjaya miri  watchpersons full name zainulabidin zainal ismail nric refer gcif  customers nric different watchperson  hence person  worldcheckrefinitivcomfspprofilevhttpaffpbborgmyfahli majlis kerja tertinggi pbbhtml,"['mismatch', 'i', 'd', 'number', 'nric', 'watchperson', 'member', 'supreme', 'council', 'parti_pesaka', 'bumiputera_bersatu_pbb', 'address', 'desa', 'pujut', 'jalan', 'dato', 'permaisuri', 'bandra', 'baru', 'permyjaya', 'miri', 'watchperson', 'full', 'name', 'zainulabidin', 'zainal', 'ismail', 'nric', 'refer', 'gcif', 'customer', 'nric', 'different', 'watchperson', 'hence', 'person', 'majlis_kerja', 'tertinggi_pbbhtml']","[(0, 1), (1, 1), (2, 1), (3, 3), (4, 1), (8, 1), (9, 1), (17, 1), (22, 3), (28, 1), (32, 1), (58, 1), (64, 1), (122, 1), (164, 1), (196, 1), (318, 1), (418, 1), (497, 1), (1195, 1), (1315, 1), (1346, 1), (1347, 1), (1612, 1), (1613, 1), (2334, 1), (3291, 1), (3292, 1), (3293, 1), (3294, 1), (3295, 1), (3296, 1), (3297, 1), (3298, 1)]","[(0, 0.07288397002384123), (1, 0.07291401722135556), (2, 0.004639358844399899), (3, 0.17631667996197398), (4, 0.06025476911181512), (8, 0.07207117772080089), (9, 0.05041065303391208), (17, 0.00311619016333271), (22, 0.04412284968584407), (28, 0.0728416064416189), (32, 0.013488390274557715), (58, 0.049557945366487374), (64, 0.05779128030392859), (122, 0.10579648545586938), (164, 0.0525124626637411), (196, 0.1650938645233094), (318, 0.1135518901925518), (418, 0.10569105162381716), (497, 0.14578819607278615), (1195, 0.16694142920269217), (1315, 0.17552815556172494), (1346, 0.2225604270485786), (1347, 0.2225604270485786), (1612, 0.1966240146075579), (1613, 0.19582938614261317), (2334, 0.23842520232596098), (3291, 0.2932912983015793), (3292, 0.2111700008512851), (3293, 0.22094744639367686), (3294, 0.253951666984063), (3295, 0.2526764248420764), (3296, 0.2932912983015793), (3297, 0.2882933607591452), (3298, 0.2804072004198227)]","0.011*""acting"" + 0.010*""lawyer"" + 0.009*""ambassador"" + 0.008*""watchlistperson"" + 0.004*""south_east"" + 0.004*""moreover"" + 0.004*""rosman_mohad_basir"" + 0.003*""kete"" + 0.003*""australia"" + 0.003*""chef""","[(0, 0.030110039), (1, 0.06446721), (2, 0.030284887), (3, 0.030840883), (4, 0.07191687), (5, 0.085453324), (6, 0.029866092), (7, 0.029978827), (8, 0.029467342), (9, 0.14091355), (10, 0.029231822), (11, 0.029417437), (12, 0.030057512), (13, 0.030376863), (14, 0.061604835), (15, 0.03000118), (16, 0.02929289), (17, 0.044078704), (18, 0.14229994), (19, 0.030339794)]",18,"['acting', 'lawyer', 'ambassador', 'watchlistperson', 'south_east', 'moreover', 'rosman_mohad_basir', 'kete', 'australia', 'chef', 'cafe', 'see', 'free_man', 'sarawak', 'kota']",mismatch id number nric. watchperson is member of the supreme council of parti pesaka bumiputera bersatu pbb     address is  desa pujut jalan dato permaisuri  bandra baru permyjaya miri. watchperson is full name is zainulabidin  zainal ismail nric  refer gcif . customer is nric is different from watchperson. hence both are not the same person.   worldcheck.refinitiv.comfspprofilevhttpaffpbb.org.myfahli majlis kerja tertinggi pbb.html,0
10374,"mismatch id number nric. watchperson is member of the supreme council of parti pesaka bumiputera bersatu (pbb) (feb 2018 - jun 2022), address is 6548, desa pujut, jalan dato permaisuri 5, bandra baru permyjaya, miri. watchperson is full legal name is zainulabidin @ zainal bin ismail nric: 570514135063, gcif: 001090475. customer is nric is different from watchperson. hence, both are not the same person. source: (https://wc1-worldcheck.refinitiv.com/fsp/profile/v1/6597472/source/http%3a%2f%2fpbb.org.my%2fahli-majlis-kerja-tertinggi-pbb.html)",3,mismatch id number nric  watchperson member supreme council parti pesaka bumiputera bersatu pbb address desa pujut jalan dato permaisuri bandra baru permyjaya miri  watchpersons full name zainulabidin zainal ismail nric gcif  customers nric different watchperson  hence person  worldcheckrefinitivcomfspprofilevhttpaffpbborgmyfahli majlis kerja tertinggi pbbhtml,"['mismatch', 'i', 'd', 'number', 'nric', 'watchperson', 'member', 'supreme', 'council', 'parti_pesaka', 'bumiputera_bersatu_pbb', 'address', 'desa', 'pujut', 'jalan', 'dato', 'permaisuri', 'bandra', 'baru', 'permyjaya', 'miri', 'watchperson', 'full', 'name', 'zainulabidin', 'zainal', 'ismail', 'nric', 'gcif', 'customer', 'nric', 'different', 'watchperson', 'hence', 'person', 'majlis_kerja', 'tertinggi_pbbhtml']","[(0, 1), (1, 1), (2, 1), (3, 3), (4, 1), (8, 1), (9, 1), (17, 1), (22, 3), (28, 1), (32, 1), (58, 1), (122, 1), (164, 1), (196, 1), (318, 1), (418, 1), (497, 1), (1195, 1), (1315, 1), (1346, 1), (1347, 1), (1612, 1), (1613, 1), (2334, 1), (3291, 1), (3292, 1), (3293, 1), (3294, 1), (3295, 1), (3296, 1), (3297, 1), (3298, 1)]","[(0, 0.07300598585390641), (1, 0.07303608335375397), (2, 0.004647125644427183), (3, 0.17661185359278556), (4, 0.060355642262195926), (8, 0.07219183284661941), (9, 0.05049504604477647), (17, 0.0031214070104569223), (22, 0.04419671621818992), (28, 0.07296355135036015), (32, 0.013510971332299974), (58, 0.04964091085036867), (122, 0.10597360047837236), (164, 0.0526003743364805), (196, 0.1653702499193285), (318, 0.11374198862068056), (418, 0.10586799013841955), (497, 0.1460322616437438), (1195, 0.16722090762640832), (1315, 0.17582200911544424), (1346, 0.22293301782865155), (1347, 0.22293301782865155), (1612, 0.1969531849634708), (1613, 0.19615722620255407), (2334, 0.23882435249520598), (3291, 0.29378230038614545), (3292, 0.21152352279761033), (3293, 0.2213173368656653), (3294, 0.25437681017307107), (3295, 0.2530994331346396), (3296, 0.29378230038614545), (3297, 0.2887759957432686), (3298, 0.2808766330989741)]","0.011*""acting"" + 0.010*""lawyer"" + 0.009*""ambassador"" + 0.008*""watchlistperson"" + 0.004*""south_east"" + 0.004*""moreover"" + 0.004*""rosman_mohad_basir"" + 0.003*""kete"" + 0.003*""australia"" + 0.003*""chef""","[(0, 0.029597538), (1, 0.064937085), (2, 0.03044963), (3, 0.030005137), (4, 0.07244507), (5, 0.08612512), (6, 0.03001888), (7, 0.030138366), (8, 0.029593453), (9, 0.1353978), (10, 0.029305074), (11, 0.029568197), (12, 0.030070892), (13, 0.030543096), (14, 0.062028144), (15, 0.030161092), (16, 0.029443685), (17, 0.044381253), (18, 0.14528958), (19, 0.030500904)]",18,"['acting', 'lawyer', 'ambassador', 'watchlistperson', 'south_east', 'moreover', 'rosman_mohad_basir', 'kete', 'australia', 'chef', 'cafe', 'see', 'free_man', 'sarawak', 'kota']",mismatch id number nric. watchperson is member of the supreme council of parti pesaka bumiputera bersatu pbb     address is  desa pujut jalan dato permaisuri  bandra baru permyjaya miri. watchperson is full name is zainulabidin  zainal ismail nric  gcif . customer is nric is different from watchperson. hence both are not the same person.   worldcheck.refinitiv.comfspprofilevhttpaffpbb.org.myfahli majlis kerja tertinggi pbb.html,0
10771,"watch person lim kim ming was charged with having committed an offence under section 32b(1)(a)(aa) read together with section 138(2) of the sca when gp ocean food berhad (“gp ocean”) submitted through alliance merchant bank bhd, misleading information to the  sc contained in the directors’ report and audited financial statements 31 january 2006 for gropoint fisheries sdn bhd and gropoint seafood industries sdn bhd. this information was required to be submitted to the sc in connection with gp ocean’s proposal for listing on the main board of bursa malaysia securities bhd.
there was no further update/information on the news. the incident  happened  more than 16 years ago with no further update/recurrence deemed as not relevant to the business relationship between the customer and maybank. refer cscdd5
",3,watch person lim kim ming charged committed offence section baaa read together section sca gp ocean food berhad gp ocean submitted alliance merchant bank bhd misleading information sc contained directors report audited financial statements gropoint fisheries sdn bhd gropoint seafood industries sdn bhd  information required submitted sc connection gp oceans proposal listing main board bursa malaysia securities bhd  updateinformation news  incident happened years ago updaterecurrence deemed relevant business relationship customer bank  refer cscdd,"['watch', 'person', 'lim', 'kim', 'ming', 'charge', 'committed', 'offence', 'section', 'baaa', 'read', 'together', 'section', 'sca', 'gp_ocean', 'food', 'berhad', 'gp_ocean', 'submit', 'alliance', 'merchant', 'bank', 'bhd', 'mislead', 'information', 'sc', 'contain', 'director', 'report', 'audit', 'financial', 'statement', 'gropoint', 'fishery', 'sdn', 'bhd', 'gropoint', 'seafood', 'industries', 'sdn', 'bhd', 'information', 'require', 'submit', 'sc', 'connection', 'gp', 'oceans', 'proposal', 'list', 'main', 'board', 'bursa', 'malaysia', 'securities', 'bhd', 'news', 'incident', 'happen', 'year', 'ago', 'deem', 'relevant', 'business', 'relationship', 'customer', 'bank', 'refer', 'cscdd']","[(6, 1), (15, 2), (17, 1), (32, 1), (61, 1), (64, 1), (91, 2), (92, 1), (142, 1), (151, 1), (167, 1), (185, 1), (201, 1), (202, 4), (210, 1), (257, 1), (279, 1), (371, 1), (433, 2), (457, 2), (658, 1), (885, 1), (888, 1), (889, 1), (890, 1), (891, 1), (894, 1), (984, 1), (1404, 1), (1412, 1), (1751, 2), (2060, 1), (2270, 1), (2331, 1), (2498, 1), (2500, 1), (2661, 1), (2770, 1), (2860, 1), (2863, 1), (2864, 1), (3559, 1), (4111, 1), (4341, 1), (4342, 1), (4343, 1), (4344, 1), (4345, 2), (4346, 2), (4347, 1), (4348, 1), (4349, 1), (4350, 1), (4351, 1), (4352, 1), (4353, 1), (4354, 1), (4355, 2)]","[(6, 0.020671820834900077), (15, 0.07172952107874017), (17, 0.0017864683633992081), (32, 0.007732706040284797), (61, 0.016189162996554606), (64, 0.03313093506234819), (91, 0.08541023421027458), (92, 0.04971659659059755), (142, 0.027086588588512085), (151, 0.05442269961378157), (167, 0.024700270648822378), (185, 0.05216823686644538), (201, 0.06110561593871815), (202, 0.1195252742786603), (210, 0.03604226598558872), (257, 0.05034820523313461), (279, 0.049473536475014214), (371, 0.04359315159905389), (433, 0.06113708832010216), (457, 0.21540078675133784), (658, 0.10278148930358541), (885, 0.05464151011447166), (888, 0.050778450223725284), (889, 0.054140057872602364), (890, 0.05164559700114233), (891, 0.05406022804648579), (894, 0.0544862052457817), (984, 0.05531683736479119), (1404, 0.08649576922823561), (1412, 0.0847652513983063), (1751, 0.27793486050353156), (2060, 0.09839610104174926), (2270, 0.1194207619550745), (2331, 0.1394663722999396), (2498, 0.11319095542654237), (2500, 0.09133357656205773), (2661, 0.11533032080167875), (2770, 0.13801469282993056), (2860, 0.12271659444040962), (2863, 0.1078352899505126), (2864, 0.1652745632902696), (3559, 0.12361485917520586), (4111, 0.1652745632902696), (4341, 0.13711642809513436), (4342, 0.1761676169369974), (4343, 0.15890253538858998), (4344, 0.14986048389849357), (4345, 0.3432931823838984), (4346, 0.3523352338739948), (4347, 0.1094010082174382), (4348, 0.12712163918320277), (4349, 0.13848384272799488), (4350, 0.12170234870335836), (4351, 0.14986048389849357), (4352, 0.1761676169369974), (4353, 0.1652745632902696), (4354, 0.14284692388249975), (4355, 0.2844611129449675)]","0.011*""acting"" + 0.010*""lawyer"" + 0.009*""ambassador"" + 0.008*""watchlistperson"" + 0.004*""south_east"" + 0.004*""moreover"" + 0.004*""rosman_mohad_basir"" + 0.003*""kete"" + 0.003*""australia"" + 0.003*""chef""","[(0, 0.028575294), (1, 0.077879936), (2, 0.0280824), (3, 0.027567528), (4, 0.027899496), (5, 0.049179543), (6, 0.049354427), (7, 0.050019387), (8, 0.026846671), (9, 0.042471133), (10, 0.11104121), (11, 0.02697731), (12, 0.039048728), (13, 0.02824238), (14, 0.10605504), (15, 0.06019329), (16, 0.03610966), (17, 0.036589514), (18, 0.11569208), (19, 0.03217494)]",18,"['acting', 'lawyer', 'ambassador', 'watchlistperson', 'south_east', 'moreover', 'rosman_mohad_basir', 'kete', 'australia', 'chef', 'cafe', 'see', 'free_man', 'sarawak', 'kota']",watch person lim kim ming was charged with having committed an offence under section baaa read together with section  of the sca when gp ocean food berhad gp ocean submitted through alliance merchant bank bhd misleading information to the  sc contained in the directors report and audited financial statements    for gropoint fisheries sdn bhd and gropoint seafood industries sdn bhd. this information was required to be submitted to the sc in connection with gp oceans proposal for listing on the main board of bursa malaysia securities bhd. there was no further updateinformation on the news. the incident  happened  more than  years ago with no further updaterecurrence deemed as not relevant to the business relationship between the customer and bank. refer cscdd ,-1
