,V_COMMENTS,Counts,V_COMMENTS_2,Tokens,id_2_feature,TFIDF_Feature,Topic_tfidf_lda,All_Topic_tfidf_Probabilities,TF_tfidf_Topic_No, TF IDF Topic words,V_COMMENTS_PROCESSED,Cluster_label
4164,"mismatch date of birth (dob). based on fomema website, dob watch person is 16/03/1974.
https://eservices.imi.gov.my/myimms/fomemastatus
",6,mismatch date birth dob  based fomema website dob watch person ,"['mismatch', 'date', 'birth', 'dob', 'base', 'fomema', 'website', 'dob', 'watch', 'person']","[(2, 1), (5, 1), (12, 1), (13, 2), (32, 1), (61, 1), (74, 1), (1624, 1), (1625, 1)]","[(2, 0.015562153534909558), (5, 0.1358020931020151), (12, 0.19359096099384396), (13, 0.48034809127083067), (32, 0.04524513137086289), (61, 0.0947250293425674), (74, 0.1452670146686911), (1624, 0.5284968913281953), (1625, 0.633776332099409)]","0.023*""gardeners_horticultural_nursery_grower"" + 0.018*""fomema"" + 0.015*""indonesia"" + 0.014*""perumda_tarakan_agrobisnis_mandiri"" + 0.012*""felda"" + 0.010*""re"" + 0.007*""website"" + 0.005*""ladang"" + 0.005*""north_kalimantan"" + 0.004*""citizen""","[(0, 0.1043835), (1, 0.038072273), (2, 0.17674913), (3, 0.04111625), (4, 0.080256395), (5, 0.043653216), (6, 0.036639202), (7, 0.036265176), (8, 0.039420363), (9, 0.036265116), (10, 0.036282837), (11, 0.03626481), (12, 0.037314862), (13, 0.036265463), (14, 0.037076406), (15, 0.036265213), (16, 0.036278892), (17, 0.036889095), (18, 0.03626538), (19, 0.038276475)]",2,"['gardeners_horticultural_nursery_grower', 'fomema', 'indonesia', 'perumda_tarakan_agrobisnis_mandiri', 'felda', 're', 'website', 'ladang', 'north_kalimantan', 'citizen', 'bgd', 'employee', 'raya', 'pertanian', 'energy_mineral']","mismatch date of birth (dob). based on fomema website, dob watch person is 16/03/1974. https://eservices.imi.gov.my/myimms/fomemastatus ",0
4281,nam mismatch.,6,nam mismatch ,"['nam', 'mismatch']","[(2, 1), (2013, 1)]","[(2, 0.021102761993706483), (2013, 0.9997773119231287)]","0.023*""gardeners_horticultural_nursery_grower"" + 0.018*""fomema"" + 0.015*""indonesia"" + 0.014*""perumda_tarakan_agrobisnis_mandiri"" + 0.012*""felda"" + 0.010*""re"" + 0.007*""website"" + 0.005*""ladang"" + 0.005*""north_kalimantan"" + 0.004*""citizen""","[(0, 0.042822298), (1, 0.042862535), (2, 0.18492204), (3, 0.043706372), (4, 0.043735098), (5, 0.042851504), (6, 0.042898238), (7, 0.042743705), (8, 0.042891257), (9, 0.042741105), (10, 0.042738542), (11, 0.0427411), (12, 0.04274156), (13, 0.042744868), (14, 0.042857092), (15, 0.042743817), (16, 0.042828195), (17, 0.04294098), (18, 0.042746525), (19, 0.04274317)]",2,"['gardeners_horticultural_nursery_grower', 'fomema', 'indonesia', 'perumda_tarakan_agrobisnis_mandiri', 'felda', 're', 'website', 'ladang', 'north_kalimantan', 'citizen', 'bgd', 'employee', 'raya', 'pertanian', 'energy_mineral']",nam mismatch.,-1
4390,"mismatch date of birth (dob)
watch person dob is 06/05/1985 as per fomema status. bn0923544 - bgd
(https://eservices.imi.gov.my/myimms/fomemastatus)

",6,mismatch date birth dob watch person dob per fomema status  bn bgd,"['mismatch', 'date', 'birth', 'dob', 'watch', 'person', 'dob', 'per', 'fomema', 'status', 'bn', 'bgd']","[(2, 1), (5, 1), (12, 1), (13, 2), (32, 1), (49, 1), (61, 1), (464, 1), (620, 1), (1624, 1), (1983, 1)]","[(2, 0.01151103140512887), (5, 0.10045024649531036), (12, 0.14319558194502588), (13, 0.3553044218211008), (32, 0.033466970170347374), (49, 0.08216124286674037), (61, 0.0700663173106513), (464, 0.5055822908136652), (620, 0.31651774918795117), (1624, 0.3909191809440139), (1983, 0.5671300522562828)]","0.023*""gardeners_horticultural_nursery_grower"" + 0.018*""fomema"" + 0.015*""indonesia"" + 0.014*""perumda_tarakan_agrobisnis_mandiri"" + 0.012*""felda"" + 0.010*""re"" + 0.007*""website"" + 0.005*""ladang"" + 0.005*""north_kalimantan"" + 0.004*""citizen""","[(0, 0.082932815), (1, 0.035516772), (2, 0.2055715), (3, 0.039416928), (4, 0.06927263), (5, 0.03568635), (6, 0.035371874), (7, 0.072363295), (8, 0.035167024), (9, 0.034984194), (10, 0.035000358), (11, 0.037432965), (12, 0.034984376), (13, 0.034985676), (14, 0.03532804), (15, 0.034985658), (16, 0.035677243), (17, 0.03534979), (18, 0.034985762), (19, 0.034986697)]",2,"['gardeners_horticultural_nursery_grower', 'fomema', 'indonesia', 'perumda_tarakan_agrobisnis_mandiri', 'felda', 're', 'website', 'ladang', 'north_kalimantan', 'citizen', 'bgd', 'employee', 'raya', 'pertanian', 'energy_mineral']",mismatch date of birth (dob) watch person dob is 06/05/1985 as per fomema status. bn0923544 bgd (https://eservices.imi.gov.my/myimms/fomemastatus)  ,0
4777,"mismatch date of birth (dob). based on fomema website, dob watch person is 04/01/1980.
https://eservices.imi.gov.my/myimms/fomemastatus
",5,mismatch date birth dob  based fomema website dob watch person ,"['mismatch', 'date', 'birth', 'dob', 'base', 'fomema', 'website', 'dob', 'watch', 'person']","[(2, 1), (5, 1), (12, 1), (13, 2), (32, 1), (61, 1), (74, 1), (1624, 1), (1625, 1)]","[(2, 0.015562153534909558), (5, 0.1358020931020151), (12, 0.19359096099384396), (13, 0.48034809127083067), (32, 0.04524513137086289), (61, 0.0947250293425674), (74, 0.1452670146686911), (1624, 0.5284968913281953), (1625, 0.633776332099409)]","0.023*""gardeners_horticultural_nursery_grower"" + 0.018*""fomema"" + 0.015*""indonesia"" + 0.014*""perumda_tarakan_agrobisnis_mandiri"" + 0.012*""felda"" + 0.010*""re"" + 0.007*""website"" + 0.005*""ladang"" + 0.005*""north_kalimantan"" + 0.004*""citizen""","[(0, 0.10441527), (1, 0.038091164), (2, 0.17674927), (3, 0.041258667), (4, 0.08014441), (5, 0.04344875), (6, 0.036641337), (7, 0.036265176), (8, 0.039483156), (9, 0.03626512), (10, 0.036282886), (11, 0.036264814), (12, 0.03732527), (13, 0.036265466), (14, 0.037082918), (15, 0.036265217), (16, 0.0362789), (17, 0.03689449), (18, 0.036265384), (19, 0.038312376)]",2,"['gardeners_horticultural_nursery_grower', 'fomema', 'indonesia', 'perumda_tarakan_agrobisnis_mandiri', 'felda', 're', 'website', 'ladang', 'north_kalimantan', 'citizen', 'bgd', 'employee', 'raya', 'pertanian', 'energy_mineral']","mismatch date of birth (dob). based on fomema website, dob watch person is 04/01/1980. https://eservices.imi.gov.my/myimms/fomemastatus ",0
5266,"match full company name, date of incorporation, place /country of incorporation and business registration number",5,match full company name date incorporation place country incorporation business registration number,"['match', 'full', 'company', 'name', 'date', 'incorporation', 'place', 'country', 'incorporation', 'business', 'registration', 'number']","[(4, 1), (8, 1), (9, 1), (12, 1), (14, 1), (76, 1), (437, 1), (701, 1), (888, 1), (946, 1), (1657, 2)]","[(4, 0.10675161104084653), (8, 0.12768639635859183), (9, 0.0893110786800116), (12, 0.1022483613836456), (14, 0.11929725375387863), (76, 0.1796346423265871), (437, 0.28232860323156245), (701, 0.20212395574727435), (888, 0.15692461644905503), (946, 0.34295118487477727), (1657, 0.8028475932100604)]","0.023*""gardeners_horticultural_nursery_grower"" + 0.018*""fomema"" + 0.015*""indonesia"" + 0.014*""perumda_tarakan_agrobisnis_mandiri"" + 0.012*""felda"" + 0.010*""re"" + 0.007*""website"" + 0.005*""ladang"" + 0.005*""north_kalimantan"" + 0.004*""citizen""","[(0, 0.035638735), (1, 0.04327886), (2, 0.12965909), (3, 0.03526043), (4, 0.05903514), (5, 0.035393424), (6, 0.03525762), (7, 0.035268635), (8, 0.051804546), (9, 0.07514129), (10, 0.053674664), (11, 0.035264634), (12, 0.07185434), (13, 0.035271045), (14, 0.058961425), (15, 0.035270788), (16, 0.035262495), (17, 0.06816108), (18, 0.035271924), (19, 0.03526982)]",2,"['gardeners_horticultural_nursery_grower', 'fomema', 'indonesia', 'perumda_tarakan_agrobisnis_mandiri', 'felda', 're', 'website', 'ladang', 'north_kalimantan', 'citizen', 'bgd', 'employee', 'raya', 'pertanian', 'energy_mineral']","match full company name, date of incorporation, place /country of incorporation and business registration number",-1
5503,"match date of incorporation
",5,match date incorporation,"['match', 'date', 'incorporation']","[(12, 1), (14, 1), (1657, 1)]","[(12, 0.2371926442596991), (14, 0.2767421471394723), (1657, 0.9312107352826892)]","0.023*""gardeners_horticultural_nursery_grower"" + 0.018*""fomema"" + 0.015*""indonesia"" + 0.014*""perumda_tarakan_agrobisnis_mandiri"" + 0.012*""felda"" + 0.010*""re"" + 0.007*""website"" + 0.005*""ladang"" + 0.005*""north_kalimantan"" + 0.004*""citizen""","[(0, 0.041249014), (1, 0.041485745), (2, 0.16522177), (3, 0.040300116), (4, 0.07121984), (5, 0.040299866), (6, 0.040299285), (7, 0.040303037), (8, 0.040299922), (9, 0.040302597), (10, 0.040299818), (11, 0.040301327), (12, 0.041408744), (13, 0.040304046), (14, 0.04029975), (15, 0.040303603), (16, 0.04030093), (17, 0.07519263), (18, 0.04030425), (19, 0.040303726)]",2,"['gardeners_horticultural_nursery_grower', 'fomema', 'indonesia', 'perumda_tarakan_agrobisnis_mandiri', 'felda', 're', 'website', 'ladang', 'north_kalimantan', 'citizen', 'bgd', 'employee', 'raya', 'pertanian', 'energy_mineral']",match date of incorporation ,-1
5692,"mismatch date of birth (dob). based on fomema website, dob watch person is 02/09/1975. 
https://eservices.imi.gov.my/myimms/fomemastatus
",4,mismatch date birth dob  based fomema website dob watch person ,"['mismatch', 'date', 'birth', 'dob', 'base', 'fomema', 'website', 'dob', 'watch', 'person']","[(2, 1), (5, 1), (12, 1), (13, 2), (32, 1), (61, 1), (74, 1), (1624, 1), (1625, 1)]","[(2, 0.015562153534909558), (5, 0.1358020931020151), (12, 0.19359096099384396), (13, 0.48034809127083067), (32, 0.04524513137086289), (61, 0.0947250293425674), (74, 0.1452670146686911), (1624, 0.5284968913281953), (1625, 0.633776332099409)]","0.023*""gardeners_horticultural_nursery_grower"" + 0.018*""fomema"" + 0.015*""indonesia"" + 0.014*""perumda_tarakan_agrobisnis_mandiri"" + 0.012*""felda"" + 0.010*""re"" + 0.007*""website"" + 0.005*""ladang"" + 0.005*""north_kalimantan"" + 0.004*""citizen""","[(0, 0.104335025), (1, 0.038095217), (2, 0.17674921), (3, 0.041108195), (4, 0.08033493), (5, 0.043490976), (6, 0.03664055), (7, 0.036265176), (8, 0.03948963), (9, 0.03626512), (10, 0.036282808), (11, 0.03626481), (12, 0.037324157), (13, 0.036265466), (14, 0.037081946), (15, 0.036265217), (16, 0.036278855), (17, 0.03689407), (18, 0.036265384), (19, 0.03830327)]",2,"['gardeners_horticultural_nursery_grower', 'fomema', 'indonesia', 'perumda_tarakan_agrobisnis_mandiri', 'felda', 're', 'website', 'ladang', 'north_kalimantan', 'citizen', 'bgd', 'employee', 'raya', 'pertanian', 'energy_mineral']","mismatch date of birth (dob). based on fomema website, dob watch person is 02/09/1975.  https://eservices.imi.gov.my/myimms/fomemastatus ",0
6036,"mismatch date of birth (dob). based on fomema website, dob watch person is 16/03/1974. 
https://eservices.imi.gov.my/myimms/fomemastatus
",4,mismatch date birth dob  based fomema website dob watch person ,"['mismatch', 'date', 'birth', 'dob', 'base', 'fomema', 'website', 'dob', 'watch', 'person']","[(2, 1), (5, 1), (12, 1), (13, 2), (32, 1), (61, 1), (74, 1), (1624, 1), (1625, 1)]","[(2, 0.015562153534909558), (5, 0.1358020931020151), (12, 0.19359096099384396), (13, 0.48034809127083067), (32, 0.04524513137086289), (61, 0.0947250293425674), (74, 0.1452670146686911), (1624, 0.5284968913281953), (1625, 0.633776332099409)]","0.023*""gardeners_horticultural_nursery_grower"" + 0.018*""fomema"" + 0.015*""indonesia"" + 0.014*""perumda_tarakan_agrobisnis_mandiri"" + 0.012*""felda"" + 0.010*""re"" + 0.007*""website"" + 0.005*""ladang"" + 0.005*""north_kalimantan"" + 0.004*""citizen""","[(0, 0.10431173), (1, 0.03807755), (2, 0.17674913), (3, 0.040933702), (4, 0.08046788), (5, 0.0436443), (6, 0.036639072), (7, 0.036265176), (8, 0.039449308), (9, 0.036265116), (10, 0.036282763), (11, 0.03626481), (12, 0.037318114), (13, 0.036265463), (14, 0.03707751), (15, 0.036265217), (16, 0.036278855), (17, 0.03689069), (18, 0.03626538), (19, 0.0382883)]",2,"['gardeners_horticultural_nursery_grower', 'fomema', 'indonesia', 'perumda_tarakan_agrobisnis_mandiri', 'felda', 're', 'website', 'ladang', 'north_kalimantan', 'citizen', 'bgd', 'employee', 'raya', 'pertanian', 'energy_mineral']","mismatch date of birth (dob). based on fomema website, dob watch person is 16/03/1974.  https://eservices.imi.gov.my/myimms/fomemastatus ",0
6587,"match entity is registration number, country & date of incorporation",4,match entitys registration number country date incorporation,"['match', 'entitys', 'registration', 'number', 'country', 'date', 'incorporation']","[(4, 1), (12, 1), (14, 1), (76, 1), (946, 1), (1657, 1), (3159, 1)]","[(4, 0.13777065426534632), (12, 0.13195888575390552), (14, 0.15396171112998097), (76, 0.23183146334518426), (946, 0.44260324186765665), (1657, 0.5180663650574144), (3159, 0.6495118744776599)]","0.023*""gardeners_horticultural_nursery_grower"" + 0.018*""fomema"" + 0.015*""indonesia"" + 0.014*""perumda_tarakan_agrobisnis_mandiri"" + 0.012*""felda"" + 0.010*""re"" + 0.007*""website"" + 0.005*""ladang"" + 0.005*""north_kalimantan"" + 0.004*""citizen""","[(0, 0.03841376), (1, 0.04433239), (2, 0.12452317), (3, 0.037633285), (4, 0.07216669), (5, 0.037688777), (6, 0.037413772), (7, 0.03842593), (8, 0.06340923), (9, 0.1006042), (10, 0.03760438), (11, 0.037958197), (12, 0.043567806), (13, 0.038734287), (14, 0.037722427), (15, 0.038436443), (16, 0.037852943), (17, 0.055752076), (18, 0.039394792), (19, 0.038365424)]",2,"['gardeners_horticultural_nursery_grower', 'fomema', 'indonesia', 'perumda_tarakan_agrobisnis_mandiri', 'felda', 're', 'website', 'ladang', 'north_kalimantan', 'citizen', 'bgd', 'employee', 'raya', 'pertanian', 'energy_mineral']","match entity is registration number, country & date of incorporation",-1
6747,"mismatch nationality. customer is ultimate beneficiary owner & office bearer with executive power of pertubuhan sentuhan kemanusiaan malaysia. as per copy of rules and regulations or constitution in dms uco for pertubuhan sentuhan kemanusiaan malaysia (ucif 0000000164201219), criteria for members of the organization are malaysian citizens and member is area/state of residence is in malaysia (fasal 4 keahlian). this shows that customer is malaysian, while watchperson is pakistani. hence, both are unlikely the same person. ",4,mismatch nationality  customer ultimate beneficiary owner office bearer executive power pertubuhan sentuhan kemanusiaan malaysia  per copy rules regulations constitution dms uco pertubuhan sentuhan kemanusiaan malaysia ucif criteria members organization malaysian citizens members areastate residence malaysia fasal keahlian  shows customer malaysian watchperson pakistani  hence unlikely person ,"['mismatch', 'nationality', 'customer', 'ultimate_beneficiary_owner', 'office', 'bearer', 'executive', 'power', 'pertubuhan_sentuhan_kemanusiaan', 'malaysia', 'per', 'copy', 'rules_regulation', 'constitution', 'dms', 'uco', 'pertubuhan_sentuhan_kemanusiaan', 'malaysia', 'ucif', 'criteria_members_organization', 'malaysian', 'citizen', 'members_areastate_residence', 'malaysia', 'fasal_keahlian', 'show', 'customer', 'malaysian', 'watchperson', 'pakistani', 'hence', 'unlikely', 'person']","[(2, 1), (17, 2), (21, 1), (22, 1), (25, 1), (32, 1), (34, 1), (35, 1), (49, 1), (58, 1), (63, 1), (135, 1), (142, 3), (214, 1), (233, 1), (424, 1), (507, 2), (757, 1), (1443, 1), (1444, 1), (1445, 1), (1446, 1), (1447, 1), (1448, 1), (1449, 1), (1450, 2), (1451, 1), (1452, 1)]","[(2, 0.004636481632876346), (17, 0.006228515164021947), (21, 0.059606170026381425), (22, 0.014698495274874681), (25, 0.1002285483259036), (32, 0.013480025120398757), (34, 0.0278792309887931), (35, 0.10718212524574067), (49, 0.03309339363944422), (58, 0.04952721079813982), (63, 0.11710410662197089), (135, 0.13311651106936515), (142, 0.14165593235932766), (214, 0.0982841142317802), (233, 0.0857339499027403), (424, 0.10846069958871894), (507, 0.24009173448265586), (757, 0.22503349575990636), (1443, 0.25251972139540013), (1444, 0.1829298474205859), (1445, 0.2397997155305972), (1446, 0.2630120859276335), (1447, 0.2649021982040629), (1448, 0.2630120859276335), (1449, 0.22326541380483375), (1450, 0.526024171855267), (1451, 0.15030188931816446), (1452, 0.2630120859276335)]","0.023*""gardeners_horticultural_nursery_grower"" + 0.018*""fomema"" + 0.015*""indonesia"" + 0.014*""perumda_tarakan_agrobisnis_mandiri"" + 0.012*""felda"" + 0.010*""re"" + 0.007*""website"" + 0.005*""ladang"" + 0.005*""north_kalimantan"" + 0.004*""citizen""","[(0, 0.030185482), (1, 0.030308437), (2, 0.25919473), (3, 0.03175953), (4, 0.03056448), (5, 0.036604103), (6, 0.03525101), (7, 0.030263573), (8, 0.041971374), (9, 0.06323641), (10, 0.030054322), (11, 0.030709572), (12, 0.030758336), (13, 0.030328475), (14, 0.07619157), (15, 0.056150563), (16, 0.030623216), (17, 0.06497367), (18, 0.030359175), (19, 0.030511983)]",2,"['gardeners_horticultural_nursery_grower', 'fomema', 'indonesia', 'perumda_tarakan_agrobisnis_mandiri', 'felda', 're', 'website', 'ladang', 'north_kalimantan', 'citizen', 'bgd', 'employee', 'raya', 'pertanian', 'energy_mineral']","mismatch nationality. customer is ultimate beneficiary owner & office bearer with executive power of pertubuhan sentuhan kemanusiaan malaysia. as per copy of rules and regulations or constitution in dms uco for pertubuhan sentuhan kemanusiaan malaysia (ucif 0000000164201219), criteria for members of the organization are malaysian citizens and member is area/state of residence is in malaysia (fasal 4 keahlian). this shows that customer is malaysian, while watchperson is pakistani. hence, both are unlikely the same person. ",-1
7232,"mismatch date of birth (dob). based on fomema website, dob watch person is 08/03/1998.
https://eservices.imi.gov.my/myimms/fomemastatus
",3,mismatch date birth dob  based fomema website dob watch person ,"['mismatch', 'date', 'birth', 'dob', 'base', 'fomema', 'website', 'dob', 'watch', 'person']","[(2, 1), (5, 1), (12, 1), (13, 2), (32, 1), (61, 1), (74, 1), (1624, 1), (1625, 1)]","[(2, 0.015562153534909558), (5, 0.1358020931020151), (12, 0.19359096099384396), (13, 0.48034809127083067), (32, 0.04524513137086289), (61, 0.0947250293425674), (74, 0.1452670146686911), (1624, 0.5284968913281953), (1625, 0.633776332099409)]","0.023*""gardeners_horticultural_nursery_grower"" + 0.018*""fomema"" + 0.015*""indonesia"" + 0.014*""perumda_tarakan_agrobisnis_mandiri"" + 0.012*""felda"" + 0.010*""re"" + 0.007*""website"" + 0.005*""ladang"" + 0.005*""north_kalimantan"" + 0.004*""citizen""","[(0, 0.10435678), (1, 0.038078204), (2, 0.17674914), (3, 0.041013442), (4, 0.08036373), (5, 0.04362003), (6, 0.036639493), (7, 0.036265172), (8, 0.039450046), (9, 0.036265116), (10, 0.0362828), (11, 0.036264807), (12, 0.037318368), (13, 0.03626546), (14, 0.037078075), (15, 0.036265213), (16, 0.036278874), (17, 0.036890917), (18, 0.036265377), (19, 0.038288917)]",2,"['gardeners_horticultural_nursery_grower', 'fomema', 'indonesia', 'perumda_tarakan_agrobisnis_mandiri', 'felda', 're', 'website', 'ladang', 'north_kalimantan', 'citizen', 'bgd', 'employee', 'raya', 'pertanian', 'energy_mineral']","mismatch date of birth (dob). based on fomema website, dob watch person is 08/03/1998. https://eservices.imi.gov.my/myimms/fomemastatus ",0
7437,mismatch date of birth (dob) based on imigresen website (https://eservices.imi.gov.my/myimms/fomemastatus) (indonesia),3,mismatch date birth dob based imigresen website indonesia,"['mismatch', 'date', 'birth', 'dob', 'base', 'imigresen', 'website', 'indonesia']","[(2, 1), (5, 1), (12, 1), (13, 1), (74, 1), (1625, 1), (3098, 1), (3436, 1)]","[(2, 0.012450546199044244), (5, 0.10864885957465097), (12, 0.1548830114138335), (13, 0.19215194377096717), (74, 0.11622129760335177), (1625, 0.5070545978719107), (3098, 0.35346573449010543), (3436, 0.729094995041533)]","0.023*""gardeners_horticultural_nursery_grower"" + 0.018*""fomema"" + 0.015*""indonesia"" + 0.014*""perumda_tarakan_agrobisnis_mandiri"" + 0.012*""felda"" + 0.010*""re"" + 0.007*""website"" + 0.005*""ladang"" + 0.005*""north_kalimantan"" + 0.004*""citizen""","[(0, 0.061085578), (1, 0.038177125), (2, 0.16210227), (3, 0.038304534), (4, 0.13630252), (5, 0.041934077), (6, 0.036911216), (7, 0.03693534), (8, 0.03932349), (9, 0.036868863), (10, 0.036715653), (11, 0.036725674), (12, 0.037664484), (13, 0.037308414), (14, 0.037297715), (15, 0.036748182), (16, 0.03673167), (17, 0.03729191), (18, 0.036770716), (19, 0.038800523)]",2,"['gardeners_horticultural_nursery_grower', 'fomema', 'indonesia', 'perumda_tarakan_agrobisnis_mandiri', 'felda', 're', 'website', 'ladang', 'north_kalimantan', 'citizen', 'bgd', 'employee', 'raya', 'pertanian', 'energy_mineral']",mismatch date of birth (dob) based on imigresen website (https://eservices.imi.gov.my/myimms/fomemastatus) (indonesia),-1
7634,"mismatch date of birth (dob). based on fomema website, dob watch person is 01/09/1996.
https://eservices.imi.gov.my/myimms/fomemastatus
",3,mismatch date birth dob  based fomema website dob watch person ,"['mismatch', 'date', 'birth', 'dob', 'base', 'fomema', 'website', 'dob', 'watch', 'person']","[(2, 1), (5, 1), (12, 1), (13, 2), (32, 1), (61, 1), (74, 1), (1624, 1), (1625, 1)]","[(2, 0.015562153534909558), (5, 0.1358020931020151), (12, 0.19359096099384396), (13, 0.48034809127083067), (32, 0.04524513137086289), (61, 0.0947250293425674), (74, 0.1452670146686911), (1624, 0.5284968913281953), (1625, 0.633776332099409)]","0.023*""gardeners_horticultural_nursery_grower"" + 0.018*""fomema"" + 0.015*""indonesia"" + 0.014*""perumda_tarakan_agrobisnis_mandiri"" + 0.012*""felda"" + 0.010*""re"" + 0.007*""website"" + 0.005*""ladang"" + 0.005*""north_kalimantan"" + 0.004*""citizen""","[(0, 0.10431433), (1, 0.038075168), (2, 0.17674911), (3, 0.040944066), (4, 0.0804555), (5, 0.043662474), (6, 0.036638882), (7, 0.036265172), (8, 0.039439455), (9, 0.036265112), (10, 0.036282763), (11, 0.036264807), (12, 0.037316855), (13, 0.03626546), (14, 0.037076794), (15, 0.03626521), (16, 0.036278848), (17, 0.036890063), (18, 0.036265377), (19, 0.038284518)]",2,"['gardeners_horticultural_nursery_grower', 'fomema', 'indonesia', 'perumda_tarakan_agrobisnis_mandiri', 'felda', 're', 'website', 'ladang', 'north_kalimantan', 'citizen', 'bgd', 'employee', 'raya', 'pertanian', 'energy_mineral']","mismatch date of birth (dob). based on fomema website, dob watch person is 01/09/1996. https://eservices.imi.gov.my/myimms/fomemastatus ",0
7708,match business registration number and date of incorporation.,3,match business registration number date incorporation ,"['match', 'business', 'registration', 'number', 'date', 'incorporation']","[(4, 1), (12, 1), (14, 1), (888, 1), (946, 1), (1657, 1)]","[(4, 0.18322187803908657), (12, 0.17549277820231202), (14, 0.2047544450577669), (888, 0.2693357285761034), (946, 0.5886202517772174), (1657, 0.6889790344748197)]","0.023*""gardeners_horticultural_nursery_grower"" + 0.018*""fomema"" + 0.015*""indonesia"" + 0.014*""perumda_tarakan_agrobisnis_mandiri"" + 0.012*""felda"" + 0.010*""re"" + 0.007*""website"" + 0.005*""ladang"" + 0.005*""north_kalimantan"" + 0.004*""citizen""","[(0, 0.03738796), (1, 0.038279835), (2, 0.121895984), (3, 0.037002347), (4, 0.08058305), (5, 0.037138265), (6, 0.036999956), (7, 0.03700875), (8, 0.037001457), (9, 0.10927176), (10, 0.07020331), (11, 0.03700574), (12, 0.03800634), (13, 0.03701063), (14, 0.037001107), (15, 0.03701061), (16, 0.03700391), (17, 0.06016773), (18, 0.0370112), (19, 0.03701005)]",2,"['gardeners_horticultural_nursery_grower', 'fomema', 'indonesia', 'perumda_tarakan_agrobisnis_mandiri', 'felda', 're', 'website', 'ladang', 'north_kalimantan', 'citizen', 'bgd', 'employee', 'raya', 'pertanian', 'energy_mineral']",match business registration number and date of incorporation.,-1
7742,"mismatch date of birth (dob). based on fomema website, dob watch person is 06/01/1989.
https://eservices.imi.gov.my/myimms/fomemastatus
",3,mismatch date birth dob  based fomema website dob watch person ,"['mismatch', 'date', 'birth', 'dob', 'base', 'fomema', 'website', 'dob', 'watch', 'person']","[(2, 1), (5, 1), (12, 1), (13, 2), (32, 1), (61, 1), (74, 1), (1624, 1), (1625, 1)]","[(2, 0.015562153534909558), (5, 0.1358020931020151), (12, 0.19359096099384396), (13, 0.48034809127083067), (32, 0.04524513137086289), (61, 0.0947250293425674), (74, 0.1452670146686911), (1624, 0.5284968913281953), (1625, 0.633776332099409)]","0.023*""gardeners_horticultural_nursery_grower"" + 0.018*""fomema"" + 0.015*""indonesia"" + 0.014*""perumda_tarakan_agrobisnis_mandiri"" + 0.012*""felda"" + 0.010*""re"" + 0.007*""website"" + 0.005*""ladang"" + 0.005*""north_kalimantan"" + 0.004*""citizen""","[(0, 0.104370005), (1, 0.038076267), (2, 0.17674914), (3, 0.041017067), (4, 0.08034445), (5, 0.043636717), (6, 0.0366394), (7, 0.036265172), (8, 0.039442934), (9, 0.036265112), (10, 0.036282808), (11, 0.036264807), (12, 0.03731728), (13, 0.03626546), (14, 0.037077524), (15, 0.036265213), (16, 0.036278885), (17, 0.03689039), (18, 0.036265377), (19, 0.03828596)]",2,"['gardeners_horticultural_nursery_grower', 'fomema', 'indonesia', 'perumda_tarakan_agrobisnis_mandiri', 'felda', 're', 'website', 'ladang', 'north_kalimantan', 'citizen', 'bgd', 'employee', 'raya', 'pertanian', 'energy_mineral']","mismatch date of birth (dob). based on fomema website, dob watch person is 06/01/1989. https://eservices.imi.gov.my/myimms/fomemastatus ",0
8515,"mismatch date of birth (dob) - refer to fomema
wp- 09/06/1996 -indonesia
https://eservices.imi.gov.my/myimms/fomemastatus",3,mismatch date birth dob refer fomema wp indonesia,"['mismatch', 'date', 'birth', 'dob', 'refer', 'fomema', 'wp', 'indonesia']","[(2, 1), (5, 1), (12, 1), (13, 1), (64, 1), (1167, 1), (1624, 1), (3098, 1)]","[(2, 0.017414638837720414), (5, 0.1519676823309159), (12, 0.21663561282777213), (13, 0.26876384772534934), (64, 0.21692960346820542), (1167, 0.4649623715677661), (1624, 0.5914080251613443), (3098, 0.49439422249019743)]","0.023*""gardeners_horticultural_nursery_grower"" + 0.018*""fomema"" + 0.015*""indonesia"" + 0.014*""perumda_tarakan_agrobisnis_mandiri"" + 0.012*""felda"" + 0.010*""re"" + 0.007*""website"" + 0.005*""ladang"" + 0.005*""north_kalimantan"" + 0.004*""citizen""","[(0, 0.08893695), (1, 0.03564427), (2, 0.16455153), (3, 0.04430839), (4, 0.072155535), (5, 0.03564272), (6, 0.03565143), (7, 0.03562082), (8, 0.035721734), (9, 0.035985824), (10, 0.035816573), (11, 0.03562046), (12, 0.09491949), (13, 0.03562099), (14, 0.035643425), (15, 0.035620835), (16, 0.03563767), (17, 0.03565953), (18, 0.035621077), (19, 0.035620753)]",2,"['gardeners_horticultural_nursery_grower', 'fomema', 'indonesia', 'perumda_tarakan_agrobisnis_mandiri', 'felda', 're', 'website', 'ladang', 'north_kalimantan', 'citizen', 'bgd', 'employee', 'raya', 'pertanian', 'energy_mineral']",mismatch date of birth (dob) refer to fomema wp 09/06/1996 indonesia https://eservices.imi.gov.my/myimms/fomemastatus,0
